"Important Notes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1987 Q3","456","2292","83","132","29","21","5","","","","","5144","","","","","1630","","","","","","","","","","","","","","","","","739","","","","","71","","","","","","","","","","","","","3613","362","94","619","659","35","63","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2527","1086"
"1987 Q4","389","1686","141","136","32","14","4","","","","","3498","","","","","499","","","","","","","","","","","","","","","","","1282","","","","","177","","","","","","","","","","","","","3768","298","91","804","1136","52","45","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2388","1379"
"1988 Q1","339","1423","290","140","34","16","6","","","","","2240","","","","","379","","","","","","","","","","","","","","","","","599","","","","","139","","","","","","","","","","","","","6263","235","104","3788","762","73","23","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5208","1055"
"1988 Q2","331","1085","411","178","28","25","3","","","","","4515","","","","","635","","","","","","","","","","","","","","","","","976","","","","","331","","","","","","","","","","","","","3077","250","81","804","776","51","35","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1866","1211"
"1988 Q3","464","1383","262","164","25","26","2","","","","","2439","","","","","989","","","","","","","","","","","","","","","","","3449","","","","","27","","","","","","","","","","","","","8433","360","104","4596","2193","80","16","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5946","2487"
"1988 Q4","365","1102","890","166","25","32","5","","","","","8106","","","","","1877","","","","","","","","","","","","","","","","","666","","","","","171","","","","","","","","","","","","","5066","278","87","2384","690","61","22","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4287","779"
"1989 Q1","279","602","343","171","29","24","3","","","","","5553","","","","","593","","","","","","","","","","","","","","","","","1453","","","","","66","","","","","","","","","","","","","3603","184","95","1806","853","74","17","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2595","1008"
"1989 Q2","288","678","38","183","36","44","7","","","","","6146","","","","","1013","","","","","","","","","","","","","","","","","2457","","","","","1431","","","","","","","","","","","","","3022","187","101","799","1506","76","22","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1480","1541"
"1989 Q3","359","1582","594","193","47","52","2","","","","","8431","","","","","1608","","","","","","","","","","","","","","","","","1898","","","","","662","","","","","","","","","","","","","13257","252","107","10102","979","84","12","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12149","1108"
"1989 Q4","411","658","399","134","22","48","5","","","","","2492","","","","","445","","","","","","","","","","","","","","","","","6322","","","","","858","","","","","","","","","","","","","7368","273","138","4342","1969","86","9","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5348","2020"
"1990 Q1","230","544","53","138","36","46","3","","","","","2752","","","","","1989","","","","","","","","","","","","","","","","","5095","","","","","264","","","","","","","","","","","","","2502","133","97","1108","798","76","22","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1559","943"
"1990 Q2","181","121","19","121","21","21","6","","","","","2660","","","","","1223","","","","","","","","","","","","","","","","","1247","","","","","760","","","","","","","","","","","","","1722","124","57","1176","406","92","7","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1305","417"
"1990 Q3","202","635","297","173","31","49","6","","","","","3251","","","","","1511","","","","","","","","","","","","","","","","","2702","","","","","127","","","","","","","","","","","","","2438","100","102","683","823","62","26","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1500","938"
"1990 Q4","166","233","24","154","46","27","4","","","","","4289","","","","","1452","","","","","","","","","","","","","","","","","1914","","","","","49","","","","","","","","","","","","","1667","80","86","764","644","84","14","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024","643"
"1991 Q1","102","701","30","127","35","30","2","","","","","1859","","","","","340","","","","","","","","","","","","","","","","","2167","","","","","47","","","","","","","","","","","","","3468","60","42","1974","763","79","20","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2700","767"
"1991 Q2","162","248","24","113","43","41","5","","","","","2361","","","","","459","","","","","","","","","","","","","","","","","1952","","","","","318","","","","","","","","","","","","","1526","88","74","498","755","82","16","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","731","794"
"1991 Q3","115","341","5","162","42","41","3","","","","","3191","","","","","539","","","","","","","","","","","","","","","","","1581","","","","","536","","","","","","","","","","","","","1002","73","42","440","216","65","34","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","762","240"
"1991 Q4","127","1744","62","148","37","34","7","","","","","2277","","","","","419","","","","","","","","","","","","","","","","","967","","","","","126","","","","","","","","","","","","","4438","71","56","1570","1062","59","39","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3294","1144"
"1992 Q1","119","990","9","191","46","48","5","","","","","1807","","","","","634","","","","","","","","","","","","","","","","","889","","","","","556","","","","","","","","","","","","","2162","67","52","297","866","54","46","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1281","881"
"1992 Q2","111","575","5","146","52","43","3","","","","","2141","","","","","1031","","","","","","","","","","","","","","","","","642","","","","","113","","","","","","","","","","","","","1795","70","41","875","340","68","32","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1443","352"
"1992 Q3","96","96","22","167","21","47","9","","","","","1369","","","","","783","","","","","","","","","","","","","","","","","1166","","","","","377","","","","","","","","","","","","","545","58","38","211","216","78","18","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","309","236"
"1992 Q4","106","461","11","175","100","72","12","","","","","1947","","","","","1088","","","","","","","","","","","","","","","","","1442","","","","","361","","","","","","","","","","","","","1439","37","69","645","322","67","32","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1075","364"
"1993 Q1","103","144","62","139","65","63","16","","","","","1582","","","","","1106","","","","","","","","","","","","","","","","","1082","","","","","343","","","","","","","","","","","","","1615","52","51","294","1115","87","9","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","427","1189"
"1993 Q2","139","283","19","149","51","52","13","","","","","3945","","","","","1053","","","","","","","","","","","","","","","","","1613","","","","","158","","","","","","","","","","","","","1367","81","58","690","376","78","21","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","927","440"
"1993 Q3","120","386","114","90","27","68","19","","","","","1541","","","","","1246","","","","","","","","","","","","","","","","","1441","","","","","272","","","","","","","","","","","","","1239","81","39","231","508","60","31","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","715","524"
"1993 Q4","164","349","16","143","78","84","25","","","","","2145","","","","","1374","","","","","","","","","","","","","","","","","1051","","","","","338","","","","","","","","","","","","","2842","123","41","584","1892","87","12","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","917","1925"
"1994 Q1","182","1434","8","112","48","65","15","","","","","1204","","","","","1707","","","","","","","","","","","","","","","","","1953","","","","","747","","","","","","","","","","","","","2717","106","76","981","294","47","53","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2365","352"
"1994 Q2","185","444","53","115","25","44","11","","","","","4903","","","","","952","","","","","","","","","","","","","","","","","651","","","","","289","","","","","","","","","","","","","1652","134","51","736","419","70","27","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1130","522"
"1994 Q3","157","645","10","88","36","45","6","","","","","3535","","","","","971","","","","","","","","","","","","","","","","","1176","","","","","328","","","","","","","","","","","","","2012","117","40","855","502","68","32","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1483","529"
"1994 Q4","150","300","73","107","40","48","6","","","","","5522","","","","","2103","","","","","","","","","","","","","","","","","1433","","","","","112","","","","","","","","","","","","","1888","108","42","491","1024","80","16","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","765","1123"
"1995 Q1","139","3324","21","99","35","30","6","","","","","4075","","","","","1592","","","","","","","","","","","","","","","","","2423","","","","","84","","","","","","","","","","","","","11350","89","50","7089","916","71","29","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10328","1022"
"1995 Q2","114","760","23","102","22","34","2","","","","","3544","","","","","580","","","","","","","","","","","","","","","","","1326","","","","","219","","","","","","","","","","","","","2236","63","51","703","750","65","34","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1424","812"
"1995 Q3","110","521","224","75","12","25","5","","","","","1924","","","","","203","","","","","","","","","","","","","","","","","3469","","","","","182","","","","","","","","","","","","","9489","65","45","7383","1361","93","5","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8052","1437"
"1995 Q4","142","2012","191","89","48","42","8","","","","","2424","","","","","3614","","","","","","","","","","","","","","","","","5599","","","","","1026","","","","","","","","","","","","","9525","82","60","4627","2695","76","22","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5843","3682"
"1996 Q1","138","3584","25","101","29","26","1","","","","","1961","","","","","1322","","","","","","","","","","","","","","","","","1724","","","","","2","","","","","","","","","","","","","9294","69","69","3573","2112","61","39","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6979","2315"
"1996 Q2","148","2251","92","113","38","34","4","","","","","4539","","","","","2658","","","","","","","","","","","","","","","","","5492","","","","","542","","","","","","","","","","","","","7417","75","73","2402","2672","68","30","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5661","1756"
"1996 Q3","148","3881","99","100","44","34","6","","","","","2937","","","","","2912","","","","","","","","","","","","","","","","","1020","","","","","264","","","","","","","","","","","","","9100","85","63","3650","1470","56","43","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7534","1566"
"1996 Q4","150","1210","49","128","67","39","7","","","","","3940","","","","","915","","","","","","","","","","","","","","","","","1277","","","","","225","","","","","","","","","","","","","4931","107","43","1942","1730","74","25","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3174","1757"
"1997 Q1","115","500","70","110","43","37","3","","","","","3869","","","","","1732","","","","","","","","","","","","","","","","","6350","","","","","119","","","","","","","","","","","","","2310","85","30","667","1073","75","22","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1144","1166"
"1997 Q2","120","1290","68","99","36","44","6","","","","","2616","","","","","1385","","","","","","","","","","","","","","","","","3201","","","","","140","","","","","","","","","","","","","3501","94","26","1716","427","61","37","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3046","455"
"1997 Q3","142","995","65","118","48","47","8","","","","","6411","","","","","2001","","","","","","","","","","","","","","","","","2378","","","","","358","","","","","","","","","","","","","4288","109","33","2943","285","75","23","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3920","368"
"1997 Q4","129","12798","120","137","49","65","11","","","","","6280","","","","","2230","","","","","","","","","","","","","","","","","3788","","","","","861","","","","","","","","","","","","","16730","96","33","1525","2287","23","76","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14343","2387"
"1998 Q1","140","1156","113","132","55","49","11","","","","","4842","","","","","2055","","","","","","","","","","","","","","","","","8976","","","","","566","","","","","","","","","","","","","4790","103","37","1760","1761","74","24","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3012","1779"
"1998 Q2","155","7932","195","144","63","75","12","","","","","6048","","","","","6469","","","","","","","","","","","","","","","","","9488","","","","","1490","","","","","","","","","","","","","11956","114","41","3091","738","32","66","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11150","806"
"1998 Q3","178","817","228","128","51","61","11","","","","","5589","","","","","3092","","","","","","","","","","","","","","","","","9458","","","","","1176","","","","","","","","","","","","","6193","143","35","3530","1618","83","13","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4546","1647"
"1998 Q4","162","3255","59","165","49","67","12","","","","","38438","","","","","1198","","","","","","","","","","","","","","","","","4491","","","","","239","","","","","","","","","","","","","6586","125","37","2090","1181","50","49","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5378","1207"
"1999 Q1","117","5735","76","141","47","75","11","","","","","4021","","","","","2188","","","","","","","","","","","","","","","","","8179","","","","","482","","","","","","","","","","","","","8735","95","22","2299","625","33","66","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7891","844"
"1999 Q2","127","1509","82","147","75","56","5","","","","","81224","","","","","6573","","","","","","","","","","","","","","","","","7774","","","","","335","","","","","","","","","","","","","7212","101","26","4893","728","78","21","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6477","735"
"1999 Q3","145","2098","81","133","43","52","9","","","","","6725","","","","","2271","","","","","","","","","","","","","","","","","10744","","","","","236","","","","","","","","","","","","","6479","115","30","2618","1682","66","32","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4747","1732"
"1999 Q4","104","250","112","169","33","69","14","","","","","19223","","","","","1554","","","","","","","","","","","","","","","","","34163","","","","","4465","","","","","","","","","","","","","3737","89","15","2795","580","90","7","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3096","641"
"2000 Q1","139","14960","160","188","48","54","12","","","","","13401","","","","","8290","","","","","","","","","","","","","","","","","4920","","","","","898","","","","","","","","","","","","","33739","115","24","17483","1136","56","44","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32533","1206"
"2000 Q2","133","15045","319","127","34","61","12","","","","","129390","","","","","2367","","","","","","","","","","","","","","","","","14097","","","","","2743","","","","","","","","","","","","","21469","111","22","4224","1881","28","71","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19510","1959"
"2000 Q3","163","7367","314","127","50","64","6","","","","","19749","","","","","15314","","","","","","","","","","","","","","","","","38192","","","","","","","","","","","","","","","","","","16852","125","38","6934","2237","54","44","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14583","2269"
"2000 Q4","152","28198","479","115","36","48","13","","","","","18745","","","","","3886","","","","","","","","","","","","","","","","","7409","","","","","","","","","","","","","","","","","","34856","115","37","5265","914","18","81","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33887","969"
"2001 Q1","131","982","338","109","30","54","27","","","","","13473","","","","","7601","","","","","","","","","","","","","","","","","9373","","","","","2076","","","","","","","","","","","","","6181","69","62","2606","2255","79","16","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3495","2686"
"2001 Q2","108","555","442","111","39","36","12","","","","","12208","","","","","7675","","","","","","","","","","","","","","","","","6948","","","","","747","","","","","","","","","","","","","4890","79","29","1679","2214","80","11","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2292","2598"
"2001 Q3","129","10649","447","85","26","42","9","","","","","7555","","","","","7750","","","","","","","","","","","","","","","","","4148","","","","","557","","","","","","","","","","","","","16079","87","42","3457","1526","0","0","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14164","1915"
"2001 Q4","124","170","218","66","44","30","14","","","","","8237","","","","","5468","","","","","","","","","","","","","","","","","3913","","","","","1084","","","","","","","","","","","","","1844","84","40","747","709","79","9","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1078","766"
"2002 Q1","83","104","250","68","24","30","19","","","","","8826","","","","","1014","","","","","","","","","","","","","","","","","2820","","","","","3524","","","","","","","","","","","","","3853","58","25","2201","1298","91","3","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2511","1342"
"2002 Q2","120","78","170","68","38","27","9","","","","","8285","","","","","1489","","","","","","","","","","","","","","","","","4771","","","","","1645","","","","","","","","","","","","","4228","95","25","801","3179","94","2","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1006","3222"
"2002 Q3","88","184","28","74","35","40","19","","","","","6020","","","","","1016","","","","","","","","","","","","","","","","","8529","","","","","1770","","","","","","","","","","","","","6333","66","22","4695","1426","97","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4880","1453"
"2002 Q4","139","6414","443","52","31","20","13","","","","","3495","","","","","3555","","","","","","","","","","","","","","","","","678","","","","","973","","","","","","","","","","","","","10822","104","35","1877","2088","37","0","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8601","2221"
"2003 Q1","107","609","353","60","26","33","8","","","","","12597","","","","","1130","","","","","","","","","","","","","","","","","769","","","","","313","","","","","","","","","","","","","3857","72","35","1003","1892","75","16","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1625","2232"
"2003 Q2","122","258","345","53","26","34","16","","","","","2030","","","","","1218","","","","","","","","","","","","","","","","","2298","","","","","1098","","","","","","","","","","","","","3753","81","41","1437","1713","84","7","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1877","1876"
"2003 Q3","153","153","133","63","40","35","15","","","","","2612","","","","","1702","","","","","","","","","","","","","","","","","2798","","","","","1631","","","","","","","","","","","","","4700","111","42","2495","1919","94","3","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2778","1922"
"2003 Q4","176","647","42","67","44","27","16","","","","","3517","","","","","4593","","","","","","","","","","","","","","","","","3444","","","","","578","","","","","","","","","","","","","6369","128","48","4021","1659","89","10","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4674","1695"
"2004 Q1","151","8807","358","64","42","38","16","","","","","2302","","","","","816","","","","","","","","","","","","","","","","","2598","","","","","983","","","","","","","","","","","","","12639","111","40","2819","655","27","70","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11757","882"
"2004 Q2","169","822","300","81","18","57","14","","","","","3279","","","","","2353","","","","","","","","","","","","","","","","","9410","","","","","271","","","","","","","","","","","","","5359","120","49","2555","1682","79","15","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3642","1717"
"2004 Q3","211","240","374","74","35","47","14","","","","","9781","","","","","1305","","","","","","","","","","","","","","","","","5666","","","","","3246","","","","","","","","","","","","","8109","173","38","3469","4026","92","3","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3819","4290"
"2004 Q4","210","469","136","86","23","36","10","","","","","3347","","","","","1011","","","","","","","","","","","","","","","","","12254","","","","","1014","","","","","","","","","","","","","5301","173","37","3237","1459","88","9","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3664","1637"
"2005 Q1","166","166","98","91","20","51","19","","","","","3601","","","","","1435","","","","","","","","","","","","","","","","","11912","","","","","3328","","","","","","","","","","","","","3516","128","38","1334","1918","92","5","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1581","1935"
"2005 Q2","215","1285","114","74","22","65","12","","","","","7762","","","","","909","","","","","","","","","","","","","","","","","9019","","","","","544","","","","","","","","","","","","","8983","166","49","4869","2715","85","14","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6009","2974"
"2005 Q3","211","1207","96","109","42","67","18","","","","","7600","","","","","1136","","","","","","","","","","","","","","","","","13854","","","","","1639","","","","","","","","","","","","","7287","174","37","4106","1878","82","17","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5367","1920"
"2005 Q4","177","110","123","91","26","59","12","","","","","13769","","","","","9188","","","","","","","","","","","","","","","","","15495","","","","","2876","","","","","","","","","","","","","5348","136","41","3116","1999","96","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3319","2029"
"2006 Q1","207","431","42","94","18","54","16","","","","","7629","","","","","5456","","","","","","","","","","","","","","","","","24192","","","","","431","","","","","","","","","","","","","6969","163","44","4069","2427","93","6","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4455","2514"
"2006 Q2","208","384","13","98","18","62","13","","","","","6517","","","","","9454","","","","","","","","","","","","","","","","","18530","","","","","1837","","","","","","","","","","","","","4222","166","42","3298","527","91","9","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3673","549"
"2006 Q3","163","4064","216","98","24","71","11","","","","","15171","","","","","2836","","","","","","","","","","","","","","","","","19317","","","","","5715","","","","","","","","","","","","","11376","135","28","2516","4580","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6725","4651"
"2006 Q4","201","593","64","115","29","72","15","","","","","8095","","","","","3468","","","","","","","","","","","","","","","","","15711","","","","","6225","","","","","","","","","","","","","5944","164","37","4690","597","89","10","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5327","617"
"2007 Q1","191","2407","142","108","23","61","14","","","","","4506","","","","","3468","","","","","","","","","","","","","","","","","6394","","","","","638","","","","","","","","","","","","","5649","159","32","2824","276","54","43","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5264","385"
"2007 Q2","212","1874","282","105","39","75","26","","","","","17617","","","","","1798","","","","","","","","","","","","","","","","","51511","","","","","5274","","","","","","","","","","","","","10122","158","54","3605","4361","78","19","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5543","4579"
"2007 Q3","258","358","1110","141","23","80","12","","","","","9873","","","","","3887","","","","","","","","","","","","","","","","","15044","","","","","903","","","","","","","","","","","","","7846","209","49","5545","833","81","5","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6904","942"
"2007 Q4","208","270","157","87","19","53","14","","","","","25818","","","","","1068","","","","","","","","","","","","","","","","","9172","","","","","709","","","","","","","","","","","","","3161","172","36","1697","1037","86","9","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2068","1093"
"2008 Q1","172","786","268","86","15","86","16","","","","","15946","","","","","787","","","","","","","","","","","","","","","","","21086","","","","","766","","","","","","","","","","","","","4545","136","36","2578","913","77","17","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3506","1039"
"2008 Q2","183","187","41","91","19","63","17","","","","","5729","","","","","5210","","","","","","","","","","","","","","","","","19964","","","","","2140","","","","","","","","","","","","","9593","158","25","8845","520","98","2","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9069","524"
"2008 Q3","104","341","56","72","19","54","11","","","","","4247","","","","","4691","","","","","","","","","","","","","","","","","3228","","","","","568","","","","","","","","","","","","","4133","77","27","3408","328","91","8","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3789","344"
"2008 Q4","99","596","10","49","18","49","5","","","","","3748","","","","","1374","","","","","","","","","","","","","","","","","8274","","","","","1665","","","","","","","","","","","","","18198","74","25","16502","1090","97","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17105","1093"
"2009 Q1","88","7699","47","17","13","28","6","","","","","3744","","","","","1299","","","","","","","","","","","","","","","","","12354","","","","","2157","","","","","","","","","","","","","8206","59","29","332","128","6","93","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8072","134"
"2009 Q2","59","437","12","32","7","22","11","","","","","2811","","","","","726","","","","","","","","","","","","","","","","","645","","","","","236","","","","","","","","","","","","","729","41","18","130","150","38","60","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","579","150"
"2009 Q3","62","254","9","28","7","28","8","","","","","2574","","","","","252","","","","","","","","","","","","","","","","","3934","","","","","2715","","","","","","","","","","","","","1886","43","19","1409","214","87","13","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1652","234"
"2009 Q4","77","45","46","41","10","34","13","","","","","1019","","","","","2824","","","","","","","","","","","","","","","","","15051","","","","","2712","","","","","","","","","","","","","1374","55","22","1066","217","94","3","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1152","222"
